;timestamp;processo;pid;cpu;ram
203;07-09-25 17:05:41;svchost.exe;14524;0.0;0.0577
204;07-09-25 17:05:41;steamwebhelper.exe;14636;0.0;0.4431
205;07-09-25 17:05:41;steamwebhelper.exe;14680;0.0;0.1668
206;07-09-25 17:05:41;brave.exe;14692;0.0;0.0537
207;07-09-25 17:05:41;steam.exe;15248;0.0;0.4448
208;07-09-25 17:05:41;stremio-runtime.exe;15620;0.0;0.1564
209;07-09-25 17:05:41;conhost.exe;15664;0.0;0.0323
210;07-09-25 17:05:41;CompPkgSrv.exe;15744;0.0;0.0504
211;07-09-25 17:05:41;QtWebEngineProcess.exe;15780;0.0;0.1593
212;07-09-25 17:05:41;Discord.exe;15888;0.0;0.4966
213;07-09-25 17:05:41;QtWebEngineProcess.exe;16008;0.0;0.5171
214;07-09-25 17:05:41;Code.exe;16152;0.0;0.6291
215;07-09-25 17:05:41;Discord.exe;16372;0.0;3.2966
216;07-09-25 17:05:41;brave.exe;16528;0.0;0.2118
217;07-09-25 17:05:41;SystemSettings.exe;16728;0.0;0.0124
218;07-09-25 17:05:41;ApplicationFrameHost.exe;16736;0.0;0.1584
219;07-09-25 17:05:41;Slack.exe;16860;0.0;0.5174
220;07-09-25 17:05:41;brave.exe;17024;0.0;0.5704
221;07-09-25 17:05:41;UserOOBEBroker.exe;17044;0.0;0.0573
222;07-09-25 17:05:41;taskhostw.exe;17056;0.0;0.1196
223;07-09-25 17:05:41;Code.exe;17540;0.0;0.6328
224;07-09-25 17:05:41;Code.exe;17628;0.0;0.9154
225;07-09-25 17:05:41;brave.exe;17708;0.0;5.2575
226;07-09-25 17:05:41;Slack.exe;18008;0.0;0.6009
227;07-09-25 17:05:41;brave.exe;18080;0.0;0.4755
228;07-09-25 17:05:41;WmiPrvSE.exe;18260;0.0;0.0672
229;07-09-25 17:05:41;brave.exe;18280;0.0;1.594
230;07-09-25 17:05:41;ONENOTE.EXE;18376;0.0;0.9475
231;07-09-25 17:05:41;Code.exe;18716;0.0;3.7391
232;07-09-25 17:05:41;svchost.exe;18744;0.0;0.0433
233;07-09-25 17:05:41;Slack.exe;18840;0.0;0.8858
234;07-09-25 17:05:41;svchost.exe;18900;0.0;0.0869
235;07-09-25 17:05:41;brave.exe;19196;0.0;1.2227
236;07-09-25 17:05:41;audiodg.exe;19264;0.0;0.1225
237;07-09-25 17:05:41;powershell.exe;19500;0.0;0.546
238;07-09-25 17:05:41;conhost.exe;19592;0.0;0.0496
239;07-09-25 17:05:41;brave.exe;19636;0.0;0.4896
240;07-09-25 17:05:41;Code.exe;19748;0.0;4.5953
241;07-09-25 17:05:41;brave.exe;19964;0.0;0.292
242;07-09-25 17:05:41;Slack.exe;20224;0.0;0.863
243;07-09-25 17:05:41;brave.exe;20360;0.0;0.1966
244;07-09-25 17:05:41;smartscreen.exe;20436;0.0;0.1531
245;07-09-25 17:05:41;svchost.exe;20512;0.0;0.0699
246;07-09-25 17:05:41;brave.exe;20672;0.0;0.6768
247;07-09-25 17:05:41;brave.exe;20680;0.0;0.9666
248;07-09-25 17:05:41;brave.exe;21100;0.0;0.547
249;07-09-25 17:05:41;Code.exe;21320;0.0;2.0182
250;07-09-25 17:05:41;brave.exe;21424;0.0;0.2516
251;07-09-25 17:05:41;RuntimeBroker.exe;21800;0.0;0.1458
252;07-09-25 17:05:41;conhost.exe;21908;0.0;0.05
253;07-09-25 17:05:41;python.exe;22412;0.0;0.3869
254;07-09-25 17:05:41;conhost.exe;22472;0.0;0.0491
255;07-09-25 17:05:41;backgroundTaskHost.exe;22508;0.0;0.2148
